a_max_f_micron,P_Band4_nterms2,omega_Band4_nterms2,P_times_omega_Band4_nterms2,P_Band5,omega_Band5,P_times_omega_Band5,P_Band6,omega_Band6,P_times_omega_Band6,P_Band7_nterms2,omega_Band7_nterms2,P_times_omega_Band7_nterms2
1.3814999616383223,0.9999999999892604,3.8470442372468e-06,3.847044237205484e-06,0.9999999999793928,5.452986910244001e-06,5.45298691013163e-06,0.9999999999397264,9.967980756602265e-06,9.96798075600146e-06,0.9999999996994593,2.528850985681754e-05,2.5288509849217315e-05
1.4137608138073605,0.9999999999884503,4.014756337849246e-06,4.014756337802877e-06,0.9999999999778394,5.690709191964612e-06,5.690709191838502e-06,0.999999999935182,1.0402528884348117e-05,1.0402528883673845e-05,0.9999999996767991,2.6390909292567992e-05,2.6390909284038424e-05
1.446775022915648,0.9999999999875644,4.191834334349449e-06,4.191834334297321e-06,0.9999999999761382,5.941707026932118e-06,5.9417070267903386e-06,0.9999999999302066,1.0861343936060411e-05,1.086134393530236e-05,0.9999999996519894,2.755486848910658e-05,2.7554868479517195e-05
1.4805601813899107,0.9999999999865935,4.378846484483218e-06,4.3788464844245125e-06,0.9999999999742752,6.206785877576549e-06,6.206785877416881e-06,0.9999999999247583,1.1345898217826163e-05,1.1345898216972479e-05,0.9999999996248242,2.8784122098781516e-05,2.878412208798241e-05
1.515134292476053,0.9999999999855305,4.576397186116853e-06,4.5763971860506345e-06,0.9999999999722357,6.486802431429186e-06,6.486802431249084e-06,0.9999999999187924,1.1857757666833196e-05,1.1857757665870256e-05,0.9999999995950763,3.0082642250980955e-05,3.008264223879978e-05
1.5505157798326246,0.9999999999843662,4.785129345411544e-06,4.785129345336734e-06,0.9999999999700021,6.7826679578676175e-06,6.782667957664152e-06,0.9999999999122591,1.2398587986658187e-05,1.2398587985570323e-05,0.9999999995624979,3.1454654109714595e-05,3.1454654095953115e-05
1.5867234973483177,0.999999999983091,5.005726903575458e-06,5.005726903490816e-06,0.9999999999675556,7.095351889465993e-06,7.095351889235789e-06,0.9999999999051034,1.2970161192763221e-05,1.2970161191532396e-05,0.9999999995268161,3.2904652471350585e-05,3.290465245578063e-05
1.623776739188722,0.9999999999816945,5.238917532765866e-06,5.2389175326699645e-06,0.9999999999648757,7.42588564297164e-06,7.42588564271081e-06,0.999999999897265,1.3574362596260259e-05,1.3574362594865695e-05,0.9999999994877325,3.4437419473033e-05,3.443741945539183e-05
1.661695250077689,0.9999999999801648,5.4854755125762004e-06,5.485475512467395e-06,0.9999999999619402,7.775366696486753e-06,7.775366696190825e-06,0.9999999998886793,1.4213198255571676e-05,1.4213198253989452e-05,0.9999999994449196,3.60580434871597e-05,3.605804346714458e-05
1.7004992358187931,0.999999999978489,5.746224799614361e-06,5.746224799490753e-06,0.9999999999587244,8.144962939965387e-06,8.144962939629198e-06,0.9999999998792735,1.4888802927817814e-05,1.4888802926020341e-05,0.9999999993980181,3.777193928236495e-05,3.7771939259626925e-05
1.740209374062485,0.9999999999766529,6.022042303001099e-06,6.022042302860502e-06,0.9999999999552013,8.535917317912164e-06,8.535917317529766e-06,0.9999999998689683,1.56034485539377e-05,1.560344855189315e-05,0.9999999993466333,3.95848695372304e-05,3.9584869511366966e-05
